idade,renda,score_serasa,interesse,dias_ult_compra,vlr_tran_total_6m,gasto_vinho_6m,gasto_queijo_6m,gasto_cerveja_6m,gasto_flv_6m,gasto_mercearia_6m
47,4023.66,619.94,0.99,3,2551.14,0.0,8.62,97.07,180.79,267.84
44,3360.92,565.82,0.63,74,343.66,0.0,0.0,361.34,6.96,0.0
41,2600.71,543.38,0.01,184,0.0,0.0,0.02,0.0,0.65,0.0
43,2938.76,548.99,0.0,182,0.0,0.03,0.0,0.1,0.0,1.08
46,5969.42,792.18,1.0,19,938.95,139.98,0.0,41.46,0.0,44.84
45,7395.76,780.88,1.0,29,919.5,114.24,2.16,50.4,0.0,57.9
44,3327.24,463.04,0.01,181,0.0,0.0,0.01,0.19,0.0,0.0
42,2907.05,582.03,0.63,43,142.48,0.0,0.0,0.0,11.65,17.0
45,4770.63,715.11,1.0,32,389.72,1.1,32.52,0.0,0.0,18.47
44,7310.58,781.36,0.98,25,948.22,206.8,7.35,0.0,58.52,32.62
43,2644.03,502.35,0.01,184,16.81,0.12,0.0,0.22,0.25,0.0
43,4817.2,711.88,0.95,29,688.73,0.12,17.85,0.0,46.48,12.07
42,4497.17,573.13,0.68,62,247.72,2.83,0.12,756.78,4.59,16.5
42,3537.59,474.65,0.0,181,24.71,0.1,0.0,0.03,0.0,0.44
42,3040.84,593.38,0.66,64,198.58,6.04,0.13,0.0,2.82,63.49
47,5283.57,806.43,1.0,30,624.64,1.43,16.02,0.0,13.14,46.03
43,3723.86,582.29,0.71,53,276.42,3.81,0.52,0.0,9.62,37.47
43,4759.79,715.26,1.0,28,484.87,0.0,0.0,0.0,70.13,39.23
42,2579.0,545.33,0.0,183,0.0,0.0,0.01,0.16,0.0,0.0
43,3426.34,549.28,0.64,68,278.14,3.31,0.0,0.0,7.05,9.23
41,2583.6,569.82,0.75,62,324.75,0.0,0.08,0.0,0.39,0.0
42,3006.84,498.96,0.0,181,0.0,0.0,0.0,0.0,0.0,0.0
42,7529.29,777.75,1.0,21,938.45,114.49,0.0,0.0,1.25,0.0
50,3643.91,590.73,1.0,2,2529.22,0.0,28.51,0.0,237.89,228.77
44,6711.39,754.21,1.0,26,991.36,135.17,15.65,0.0,32.98,90.12
42,7086.51,837.68,0.98,14,639.96,158.39,6.56,0.0,43.76,83.34
43,3298.34,615.86,0.65,40,164.27,0.13,0.0,0.41,0.0,7.58
41,4580.06,593.96,0.69,68,162.25,0.0,0.57,284.64,4.09,4.78
42,4962.68,773.68,1.0,31,565.74,0.0,30.8,0.0,0.0,62.61
46,5243.92,754.01,0.97,22,583.37,0.0,26.89,0.0,83.9,41.61
49,4037.75,668.06,1.0,5,2377.99,34.74,0.0,368.87,203.15,224.76
43,8114.38,772.61,1.0,32,734.95,160.66,0.0,0.0,49.58,31.77
42,2771.32,517.71,0.0,181,0.0,0.0,0.0,0.0,0.44,0.0
46,3202.65,634.04,0.98,6,2417.83,32.74,20.67,671.07,316.26,250.93
42,3374.54,641.45,0.63,56,258.63,0.0,0.0,554.06,7.94,14.65
47,3720.35,687.0,1.0,4,2418.96,0.0,46.45,0.0,236.4,91.12
43,3750.81,582.9,1.0,9,2409.08,0.0,32.19,18.21,88.46,310.59
43,7552.64,782.02,0.98,26,776.51,150.01,15.98,0.0,41.54,44.32
45,5173.61,802.17,0.96,36,499.71,1.5,49.04,0.0,48.83,12.62
44,3508.42,554.79,0.68,48,252.83,0.07,0.01,0.48,14.32,10.41
41,2430.98,549.22,0.66,42,128.87,0.0,0.02,0.21,0.0,23.03
42,3899.29,611.58,0.62,49,261.99,0.13,0.0,0.61,12.36,8.56
44,7559.7,813.22,1.0,23,956.48,46.39,6.15,46.7,8.75,63.74
40,3409.1,595.16,0.68,65,234.47,0.32,0.0,407.61,0.0,0.0
42,7357.41,809.87,1.0,27,761.81,64.5,4.22,30.05,53.98,103.52
45,3314.02,592.59,0.67,56,148.93,0.05,0.01,0.71,5.31,23.6
44,2331.77,587.92,0.64,42,170.07,0.0,0.0,0.18,2.62,2.42
42,3792.49,595.2,0.65,51,290.82,1.93,0.0,683.25,6.15,47.66
39,4426.78,554.27,0.63,65,253.01,3.01,0.84,226.69,4.94,24.01
39,1732.77,484.34,0.0,180,0.0,0.0,0.0,0.0,0.0,0.5
43,7382.23,769.78,0.97,25,798.28,161.44,13.54,0.0,47.22,0.0
45,4461.76,747.76,0.97,26,481.86,1.46,17.36,0.0,71.62,2.07
45,6072.47,769.59,1.0,30,550.16,1.28,5.19,0.0,41.59,27.18
44,3774.36,753.51,0.99,30,621.09,0.0,25.77,5.99,55.98,27.82
46,5805.94,784.24,0.99,31,521.91,0.0,31.66,0.0,18.67,63.38
44,4949.41,813.99,0.99,26,632.71,1.68,35.05,6.92,54.08,64.52
46,2764.75,485.22,0.01,181,16.59,0.0,0.0,0.0,0.0,2.32
42,2249.96,508.45,0.01,179,17.18,0.03,0.0,0.0,0.0,0.59
45,3956.95,552.32,0.68,44,185.71,0.0,0.03,0.67,20.3,5.11
40,3680.28,578.26,0.67,50,264.35,0.0,0.05,0.0,0.0,6.09
41,3008.41,601.5,0.64,55,336.01,0.18,0.77,982.27,6.01,52.52
41,3779.75,602.21,0.65,54,247.45,0.0,0.67,564.25,7.08,3.52
41,3965.86,617.26,0.68,55,196.43,2.98,0.17,624.68,0.98,0.0
44,2656.98,568.89,0.69,63,298.34,3.95,0.0,0.0,9.42,2.27
46,3585.84,543.69,0.67,40,127.17,0.01,0.02,0.25,17.94,14.2
47,5389.14,760.63,0.98,36,586.0,0.0,24.36,1.22,58.71,33.55
40,2771.52,519.03,0.65,52,281.98,0.0,0.0,540.57,4.78,26.72
43,7057.82,731.04,1.0,19,717.67,180.89,11.66,91.16,47.69,68.16
40,3334.23,590.52,0.62,62,265.65,0.0,0.97,0.0,2.87,27.44
45,4904.46,681.42,1.0,26,675.51,0.0,49.54,0.0,58.63,21.13
44,8657.35,769.16,1.0,24,732.75,141.78,10.31,56.72,78.77,34.6
46,3845.91,748.63,0.92,31,434.24,1.78,38.84,17.11,63.67,53.94
47,3398.8,608.65,1.0,1,2474.45,0.0,0.0,0.0,268.14,271.33
42,7017.87,746.56,0.99,26,990.69,240.16,15.14,0.0,71.07,29.6
43,3214.67,534.45,0.7,43,159.12,0.07,0.0,0.57,0.0,1.46
40,2866.04,518.88,0.0,181,12.96,0.0,0.0,0.0,0.1,1.5
44,2271.9,602.46,0.67,48,154.94,0.0,0.03,0.23,14.26,0.0
42,2793.11,574.87,0.69,52,136.37,0.0,0.02,0.91,14.43,16.68
49,4190.12,643.31,1.0,9,2404.93,18.28,12.75,806.49,278.97,356.6
46,7360.33,755.37,1.0,24,809.95,129.56,1.28,0.0,37.18,4.31
43,7283.17,845.05,1.0,22,879.57,31.91,2.33,103.18,44.81,53.24
43,7441.92,844.18,1.0,31,928.59,164.83,0.0,79.57,46.55,37.96
40,7041.65,761.06,0.99,25,787.76,93.62,0.0,51.69,57.91,33.8
47,3813.55,673.37,0.99,10,2429.41,32.67,32.1,1466.9,233.92,260.75
46,4746.36,644.09,0.98,5,2334.03,31.61,13.36,0.0,195.58,140.39
40,3515.72,529.74,0.62,65,241.26,1.44,0.0,0.0,0.98,25.43
43,3084.85,556.65,0.01,182,11.34,0.0,0.0,0.14,0.22,0.0
39,7235.94,783.64,1.0,29,700.6,74.34,2.48,0.0,16.1,61.64
49,3384.09,647.38,1.0,7,2481.26,2.76,46.51,0.0,375.13,295.77
42,3475.97,547.11,0.69,44,115.45,0.0,0.0,0.0,7.93,16.04
42,2421.02,631.57,0.63,47,128.75,0.0,0.0,0.0,0.0,13.93
42,3616.17,515.27,0.0,183,5.22,0.0,0.0,0.05,0.49,0.0
44,5059.72,749.88,1.0,37,509.3,0.43,15.16,1.81,35.61,61.2
41,2271.49,580.6,0.0,182,0.0,0.0,0.0,0.0,0.19,0.0
42,3227.14,587.38,0.72,47,115.95,0.0,0.0,0.59,5.52,35.0
47,4084.8,610.54,0.99,3,2436.37,0.0,16.36,596.01,191.08,207.08
46,3089.97,579.12,0.69,45,117.06,0.03,0.0,0.0,0.0,0.0
43,2665.71,544.35,0.65,64,370.42,0.0,1.46,0.0,0.0,17.24
44,7607.13,732.5,1.0,21,685.11,151.37,1.16,44.46,124.15,73.32
42,3379.16,527.79,0.63,60,241.77,0.0,0.0,146.53,3.59,12.08
42,3590.25,550.53,0.0,180,30.47,0.12,0.0,0.0,0.86,0.0
45,4170.9,756.01,0.96,28,418.41,0.0,23.74,0.0,42.47,64.3
41,2695.75,558.21,0.0,180,9.23,0.0,0.0,0.0,0.0,2.44
47,3609.02,646.89,1.0,5,2475.63,0.0,14.16,0.0,143.55,362.49
41,4034.77,565.54,0.61,54,369.14,2.84,0.76,1064.44,11.37,0.0
48,3201.01,594.49,0.99,7,2385.2,7.91,21.83,0.0,206.11,320.27
45,3416.24,633.37,0.66,50,64.08,0.0,0.0,0.0,7.34,10.08
43,2734.16,534.2,0.69,38,196.11,0.0,0.0,0.35,1.64,7.79
41,3852.39,552.71,0.0,181,0.0,0.02,0.05,0.07,0.0,2.26
41,2956.55,522.38,0.0,185,17.03,0.14,0.01,0.14,1.58,0.43
48,3750.7,660.34,1.0,6,2633.8,7.14,24.18,129.71,343.16,303.82
42,3341.53,473.22,0.0,183,41.81,0.04,0.02,0.08,0.46,1.8
41,7019.87,804.8,1.0,17,854.77,187.82,0.0,0.0,77.66,59.34
42,5704.73,724.4,0.99,33,567.32,0.0,46.9,0.0,47.17,45.26
43,3407.28,582.21,0.67,39,115.51,0.0,0.0,0.44,2.75,41.03
47,2900.59,653.3,1.0,6,2554.08,14.29,25.7,1149.79,235.0,142.19
42,4219.73,577.34,0.65,66,278.5,0.0,0.0,92.58,4.42,0.0
44,7159.18,824.35,1.0,23,801.78,58.25,0.0,42.95,28.38,34.7
44,3791.99,614.71,0.68,40,176.38,0.0,0.03,0.42,11.75,7.44
44,5368.87,733.15,1.0,29,656.38,2.02,20.85,0.0,0.0,0.0
44,2471.45,564.28,0.66,43,129.85,0.07,0.0,1.51,10.97,0.0
40,3931.84,572.3,0.66,63,238.15,3.54,1.27,0.0,3.89,20.58
41,2253.48,519.83,0.01,179,0.0,0.09,0.01,0.0,0.17,0.0
48,2737.97,650.56,0.99,5,2679.01,0.0,52.83,738.26,227.03,417.04
39,2713.5,528.73,0.0,180,0.32,0.0,0.0,0.0,0.0,0.0
44,7944.32,824.16,1.0,14,951.83,144.88,0.0,0.0,107.55,52.46
43,2585.42,517.75,0.0,183,6.96,0.0,0.0,0.0,0.0,0.0
42,3618.4,583.17,0.69,66,221.03,3.71,0.68,0.0,1.8,36.0
44,2940.69,608.04,0.61,48,134.69,0.05,0.0,0.0,2.01,23.09
48,3730.63,659.4,0.99,2,2517.33,0.0,38.42,0.0,227.44,260.18
49,3587.04,571.46,1.0,2,2380.0,0.0,8.93,0.0,223.59,220.93
40,2841.38,527.52,0.0,183,0.0,0.18,0.0,0.09,0.0,0.24
46,2564.45,584.25,0.7,41,276.32,0.0,0.02,0.17,5.94,16.0
42,2799.46,452.44,0.0,182,0.0,0.02,0.0,0.09,0.16,0.0
43,3498.88,562.98,0.7,64,265.62,0.0,0.0,1510.17,5.09,41.8
46,3733.04,532.26,1.0,5,2498.72,0.0,22.06,0.0,237.55,87.34
48,3352.11,635.45,1.0,7,2564.76,0.0,20.33,0.0,271.92,44.21
41,2860.75,493.23,0.01,180,0.0,0.11,0.0,0.0,0.0,1.17
40,2667.73,527.3,0.0,183,14.72,0.15,0.0,0.0,0.0,0.0
45,3474.04,641.29,0.65,46,111.88,0.03,0.06,1.29,2.51,0.0
40,3438.5,578.48,0.68,64,255.69,3.24,0.06,11.53,5.45,57.29
44,3230.04,575.19,0.68,50,206.7,0.0,0.0,0.5,1.43,11.16
44,3454.17,549.77,0.0,181,2.06,0.0,0.0,0.09,0.0,2.14
40,3447.24,697.93,0.65,59,161.5,0.0,0.0,0.0,2.7,0.0
45,3345.7,572.87,0.72,39,206.3,0.06,0.0,0.0,15.46,0.0
45,4531.3,667.62,1.0,4,2497.03,7.65,33.83,0.0,65.41,85.25
43,3196.89,545.33,0.0,183,5.65,0.0,0.01,0.1,0.0,2.57
48,4011.65,721.44,1.0,6,2597.81,10.33,0.0,0.0,95.5,276.46
45,4382.13,654.57,0.99,3,2415.31,0.0,31.48,0.0,227.41,360.99
42,3327.47,517.69,0.0,183,3.86,0.2,0.05,0.11,0.25,0.0
43,4816.61,808.03,0.98,35,474.95,0.0,25.19,0.0,74.38,60.14
42,4066.38,568.1,0.72,52,288.43,0.0,0.0,0.0,0.0,0.0
50,3891.92,608.72,0.98,8,2465.83,0.0,22.88,0.0,182.88,176.74
45,5584.17,736.88,1.0,35,494.89,1.76,37.73,2.15,56.26,77.01
44,2961.11,551.34,0.66,44,160.26,0.09,0.0,0.15,6.37,0.0
43,2898.79,600.11,0.66,44,115.35,0.04,0.01,0.64,12.76,9.67
45,7097.35,790.46,1.0,23,738.13,84.2,7.82,34.01,44.15,26.67
41,3446.3,573.59,0.67,63,271.97,3.97,0.0,132.5,2.29,0.0
46,7798.83,731.5,0.97,22,974.81,104.11,8.14,0.0,17.18,78.36
43,6276.31,766.96,1.0,24,628.73,1.86,29.2,0.0,24.55,37.28
41,3481.7,497.65,0.65,54,148.68,0.0,0.71,155.06,2.04,35.61
41,5095.61,583.93,0.66,67,239.47,4.92,0.54,0.0,5.98,0.0
44,8596.71,777.8,0.99,18,627.99,73.1,16.43,0.0,0.0,11.55
47,3435.95,791.37,1.0,28,449.92,0.0,31.31,0.0,129.42,20.51
47,3285.24,608.74,0.99,4,2477.84,0.0,13.5,334.97,168.97,290.78
42,5212.07,741.53,1.0,26,485.2,0.0,23.15,3.02,25.44,32.43
44,6678.86,788.65,0.98,22,837.14,88.87,7.25,23.17,0.0,0.0
42,2770.04,573.53,0.66,50,206.58,0.0,0.39,26.49,12.3,3.02
49,3271.71,642.53,0.98,6,2483.28,0.0,9.76,617.6,363.5,185.4
42,4654.45,574.59,0.68,59,277.97,0.0,1.01,1028.94,0.12,0.0
48,6240.84,763.2,1.0,21,439.19,0.69,2.15,0.47,0.0,41.46
42,6670.61,804.2,1.0,13,828.17,72.06,0.0,4.83,50.56,11.6
42,2805.79,601.08,0.64,44,145.41,0.06,0.05,0.76,14.37,22.29
42,5016.92,729.55,1.0,23,500.98,0.0,44.42,0.0,62.55,36.94
41,3308.84,507.12,0.0,181,0.0,0.08,0.0,0.13,0.25,0.0
44,6373.86,780.03,1.0,30,691.6,101.67,0.0,36.98,52.35,23.67
42,2267.3,479.45,0.02,181,0.0,0.1,0.0,0.15,1.52,0.57
42,6316.56,728.47,1.0,23,875.12,148.63,14.8,0.0,3.43,34.41
41,3377.81,551.66,0.0,184,0.0,0.02,0.02,0.08,0.0,0.0
47,3710.17,698.92,1.0,0,2610.23,15.38,0.0,678.27,222.15,332.81
39,2596.0,611.4,0.64,53,211.79,0.0,0.0,410.66,1.81,45.08
46,3939.45,630.54,1.0,5,2461.72,0.0,26.32,0.0,262.67,287.26
44,5633.64,750.36,1.0,25,525.81,1.34,0.0,8.16,37.55,30.42
42,3580.43,558.04,0.64,53,236.97,1.56,0.0,250.95,0.0,33.49
41,8135.58,715.8,1.0,20,876.68,114.48,15.11,0.0,51.07,6.42
41,2212.69,485.22,0.01,179,0.0,0.09,0.02,0.11,1.44,0.0
41,7393.87,806.86,1.0,24,755.32,179.58,11.3,6.21,1.63,100.33
44,2543.06,476.86,0.01,181,3.36,0.09,0.0,0.02,0.0,3.62
41,3785.53,554.59,0.65,62,300.29,0.0,0.56,221.43,7.72,0.0
41,5787.96,801.06,0.99,26,688.62,77.3,0.0,94.15,0.0,61.59
40,2572.53,505.14,0.0,183,2.76,0.09,0.0,0.0,0.0,4.5
47,4142.89,639.35,1.0,2,2504.71,0.0,0.0,0.0,246.65,145.28
40,2372.92,467.07,0.0,181,0.0,0.0,0.0,0.0,0.23,0.0
44,2889.08,517.01,0.64,43,143.26,0.0,0.01,0.0,11.35,29.45
42,2734.15,595.54,0.71,53,157.6,0.0,0.0,0.33,11.01,27.36
41,4145.67,618.19,0.67,64,350.85,0.0,0.0,406.36,0.22,12.73
43,3589.26,571.79,0.7,46,169.13,0.0,0.0,0.0,0.0,0.42
41,2649.87,529.05,0.01,182,8.75,0.02,0.03,0.0,0.15,0.0
46,3363.93,552.54,0.66,47,136.07,0.07,0.0,0.54,0.0,7.06
44,2780.78,634.41,0.69,50,139.24,0.04,0.05,0.01,10.22,26.89
44,3925.62,565.23,0.63,62,273.25,3.11,0.04,0.0,10.42,0.19
44,7832.83,759.4,1.0,25,733.84,111.67,0.0,23.37,11.93,19.26
44,2368.9,549.04,0.67,52,100.5,0.0,0.0,0.0,11.63,0.0
41,3503.1,581.52,0.7,56,245.08,0.0,0.0,81.16,0.32,0.0
42,3145.39,543.04,0.0,180,0.0,0.0,0.0,0.0,0.0,0.0
45,5182.26,747.68,1.0,20,498.64,0.0,20.14,0.0,93.64,19.67
44,5265.99,754.51,0.99,31,492.15,0.52,31.11,9.76,89.96,28.39
49,3485.62,676.02,1.0,1,2254.69,18.89,14.81,0.0,198.94,249.13
45,4302.52,696.91,1.0,20,422.78,0.0,29.38,0.0,20.73,41.55
44,7554.78,804.59,0.97,24,942.84,119.37,1.17,63.74,0.0,34.71
46,5131.27,716.39,0.97,13,587.78,1.47,30.56,5.59,66.69,53.89
46,4077.88,615.59,1.0,1,2439.52,25.57,3.47,0.0,222.45,276.97
43,4914.12,779.61,1.0,26,704.57,0.79,44.51,0.7,58.95,29.71
41,2811.3,496.88,0.01,182,0.0,0.0,0.05,0.0,0.26,1.5
40,2757.62,533.24,0.0,183,9.8,0.0,0.01,0.14,0.15,0.0
45,5010.56,760.01,1.0,29,495.06,0.0,38.52,0.0,27.16,82.45
41,4273.28,543.79,0.65,60,259.48,0.95,0.0,0.0,8.68,0.0
46,5001.73,760.2,1.0,36,567.62,0.0,46.08,0.0,16.41,23.46
42,2443.19,473.41,0.0,184,0.0,0.0,0.02,0.0,0.64,0.37
39,3390.26,565.96,0.67,54,240.68,0.0,0.0,489.38,2.77,39.23
47,3760.71,668.03,1.0,7,2479.3,12.56,0.0,0.0,304.44,278.65
42,2860.75,595.9,0.0,184,0.0,0.14,0.0,0.0,0.0,0.21
42,2939.73,549.61,0.64,52,174.51,0.01,0.04,0.0,0.0,8.27
42,8020.98,786.81,0.98,20,792.99,43.19,0.0,9.73,75.12,48.46
45,6866.36,758.03,0.99,27,894.31,99.01,10.67,0.0,23.67,66.94
47,4621.66,734.81,1.0,27,572.13,0.0,37.39,0.0,115.6,60.94
41,2668.87,566.94,0.72,64,200.11,2.53,0.0,838.74,0.0,58.74
45,5343.76,739.94,1.0,28,423.4,0.74,18.03,0.0,5.99,39.08
46,1944.56,546.29,0.66,49,223.55,0.0,0.0,0.17,0.0,16.6
46,2755.64,535.52,0.64,43,165.4,0.0,0.0,0.0,1.48,1.8
45,2740.4,573.25,0.67,58,87.84,0.0,0.0,0.49,5.28,0.0
45,4789.66,752.23,0.98,31,541.92,0.19,23.77,0.0,83.44,53.25
47,2606.32,595.17,0.65,46,169.76,0.0,0.0,0.0,12.78,26.12
44,3370.01,584.38,0.68,57,248.93,0.0,0.0,940.0,1.58,26.91
43,3180.34,509.34,0.02,180,0.0,0.23,0.03,0.16,0.93,0.0
41,3446.22,526.42,0.65,59,314.76,0.0,0.96,478.15,6.28,21.91
45,8416.18,751.83,0.99,19,1075.07,258.82,20.63,26.86,2.96,29.38
50,3923.7,604.27,1.0,3,2439.59,28.79,5.94,0.0,175.42,73.48
44,4662.39,720.5,0.98,26,557.56,0.99,23.52,10.84,37.25,38.89
45,4843.79,705.23,0.98,29,520.31,0.16,32.87,5.19,97.87,51.34
43,6153.22,724.93,1.0,20,745.44,112.27,5.06,58.55,32.35,37.64
44,4470.88,759.79,0.99,30,559.91,0.54,36.42,5.1,38.95,39.31
45,2888.32,575.28,0.68,45,172.46,0.04,0.0,0.0,0.02,16.83
43,4912.51,784.21,0.98,22,669.46,1.19,31.7,8.27,86.15,39.01
43,6600.31,747.37,1.0,18,1004.79,122.99,0.0,22.01,19.58,29.88
43,2373.9,563.49,0.0,181,0.0,0.0,0.02,0.0,0.34,0.0
42,3147.19,563.28,0.64,50,188.11,0.0,0.02,0.19,7.93,17.32
42,5381.71,715.78,0.96,33,654.66,0.0,15.35,0.0,61.89,29.25
45,2934.64,552.66,0.68,37,45.05,0.0,0.0,0.0,12.06,0.0
42,3646.98,585.82,0.7,61,243.77,0.1,1.07,147.89,7.79,0.0
45,2528.75,604.97,0.64,40,47.12,0.0,0.0,0.0,8.86,9.98
42,2739.35,550.8,0.65,45,173.1,0.05,0.02,0.0,12.9,8.53
47,3233.2,530.19,0.61,50,91.85,0.0,0.0,0.11,9.18,14.27
41,4020.76,624.04,0.73,59,170.49,0.0,0.32,265.94,0.0,31.81
42,3522.77,611.26,0.68,61,209.42,2.71,0.21,1346.89,0.0,0.0
44,5314.26,732.0,0.98,30,536.46,0.15,27.93,1.49,77.1,102.95
40,2969.24,512.59,0.01,182,0.0,0.0,0.0,0.1,0.19,0.0
43,2954.82,495.29,0.61,51,103.52,0.04,0.01,0.33,9.73,1.06
44,2426.31,611.37,0.66,52,170.04,0.0,0.03,0.44,0.0,9.1
42,2985.8,463.78,0.01,179,39.3,0.0,0.05,0.0,0.03,0.0
43,5247.84,738.63,1.0,33,587.32,1.2,32.17,4.85,72.42,52.9
43,3248.59,577.67,0.7,56,101.82,0.0,0.0,0.22,0.4,6.82
44,7786.24,788.81,0.99,23,793.82,148.9,0.69,0.0,57.36,0.0
42,3035.61,560.46,0.69,47,220.25,0.0,0.0,0.0,5.55,22.09
42,3342.37,534.79,0.68,63,316.4,2.77,0.0,0.0,3.24,0.0
41,6782.37,793.46,0.99,19,982.59,163.56,0.0,0.0,80.07,51.71
46,3972.33,641.96,0.99,6,2540.97,0.0,0.0,0.0,221.83,229.92
47,4129.56,630.72,1.0,6,2506.75,0.0,0.0,0.0,226.39,149.4
44,7027.07,788.01,0.98,22,713.61,71.58,0.0,0.0,52.67,8.02
45,4487.9,615.49,1.0,9,2428.54,0.0,41.47,904.06,225.14,91.94
42,2651.81,525.87,0.0,183,17.9,0.0,0.0,0.09,0.53,3.43
47,3793.9,653.15,0.99,3,2575.97,1.45,32.59,0.0,282.35,392.14
45,5222.65,813.94,0.96,33,552.62,0.0,45.27,0.0,8.27,20.2
41,2282.41,544.35,0.01,179,0.0,0.04,0.04,0.0,0.02,0.87
48,3729.89,588.23,1.0,7,2580.66,0.0,35.02,361.56,152.85,218.16
42,2586.01,462.26,0.02,179,5.9,0.01,0.0,0.14,0.0,0.0
43,7755.83,732.24,0.98,22,866.35,184.45,0.0,36.54,85.21,38.83
41,2918.58,530.07,0.0,182,30.82,0.0,0.0,0.0,1.61,3.29
47,3793.09,616.28,1.0,9,2548.0,10.89,9.27,804.92,227.5,202.6
40,3130.46,536.44,0.69,66,197.31,0.0,0.08,415.8,4.71,51.08
45,5873.55,771.64,0.99,29,601.99,0.53,12.79,1.73,5.6,22.75
49,3728.22,636.47,1.0,6,2433.5,0.0,0.0,0.0,252.89,158.6
45,6865.31,789.03,0.96,12,869.87,37.73,0.0,102.68,99.91,49.44
48,2708.32,607.41,0.99,5,2516.44,0.0,12.17,28.14,277.94,243.19
44,3029.62,572.75,0.69,38,149.62,0.0,0.03,0.09,15.5,7.54
48,3221.92,631.53,1.0,2,2532.38,0.0,28.22,0.0,235.89,82.75
46,4985.58,728.38,1.0,33,589.79,2.6,21.29,0.0,103.46,61.92
48,2963.7,585.79,1.0,2,2391.22,6.59,23.82,0.0,243.15,285.98
45,5143.3,807.33,1.0,31,559.92,0.28,21.65,0.0,79.39,35.84
42,3088.44,560.88,0.67,52,289.9,0.7,0.0,475.16,0.0,4.02
48,4217.79,678.14,0.99,6,2484.23,0.0,13.2,1266.45,230.75,238.78
40,1686.85,504.33,0.0,182,6.75,0.01,0.01,0.0,0.0,0.0
43,2228.83,557.99,0.63,50,172.78,0.09,0.0,0.39,1.64,0.0
43,7289.97,799.42,0.98,28,801.73,143.34,4.18,53.1,39.92,15.57
42,3082.17,614.46,0.61,61,247.43,0.0,0.0,0.0,0.0,0.0
44,3189.16,540.44,0.0,183,17.94,0.11,0.02,0.0,0.81,0.0
43,6587.9,772.21,1.0,25,705.12,84.9,1.46,0.0,23.43,29.6
41,3653.24,575.25,0.72,53,233.87,0.0,0.97,0.0,6.48,0.0
41,2707.03,564.75,0.67,58,280.84,2.74,1.3,294.24,0.0,27.67
42,3040.35,560.78,0.71,50,189.84,0.0,0.03,0.69,11.43,15.62
43,7969.72,803.21,0.98,21,749.7,108.27,0.0,17.64,101.55,26.83
44,5382.07,774.83,0.98,32,588.59,0.0,13.79,0.0,35.47,35.88
48,3702.74,632.16,1.0,7,2456.95,46.91,31.48,0.0,206.8,234.86
45,5935.1,735.82,0.97,29,507.11,0.0,16.32,0.0,95.72,18.01
49,3347.11,641.36,1.0,2,2359.96,9.51,13.7,0.0,177.14,242.17
44,5502.31,727.92,1.0,26,517.08,0.0,32.1,0.08,55.21,49.48
40,2930.03,547.63,0.0,179,8.55,0.0,0.04,0.11,0.84,0.36
41,3053.22,567.28,0.0,181,0.0,0.0,0.0,0.07,1.23,0.0
44,6696.6,791.96,1.0,23,925.11,68.63,14.28,0.0,55.99,46.02
44,5687.54,744.96,0.99,29,595.92,2.45,12.96,1.13,50.41,45.88
50,4311.24,629.24,1.0,4,2445.44,19.78,24.22,785.44,200.14,173.25
42,4148.17,593.45,0.71,72,230.73,0.0,0.0,886.79,0.0,14.92
43,4598.07,770.73,1.0,31,618.82,0.0,10.36,10.72,68.7,37.59
44,6559.59,759.24,0.98,22,901.69,101.92,0.0,122.1,33.11,25.09
43,7469.66,820.24,1.0,17,791.49,0.0,5.8,27.46,15.45,34.64
40,2243.64,517.77,0.67,48,163.53,0.01,0.0,0.0,2.46,8.89
50,3892.18,660.33,1.0,5,2332.44,0.0,23.49,13.97,304.37,284.49
45,2932.99,581.3,0.67,46,166.31,0.0,0.0,0.0,10.84,1.09
43,3600.09,601.74,0.65,60,191.31,0.0,0.0,314.51,11.38,24.98
45,2463.7,538.87,0.64,49,133.5,0.0,0.02,0.89,6.28,9.86
43,2485.8,578.11,0.7,47,261.19,0.14,0.0,0.0,6.83,15.09
44,3139.03,529.66,0.0,181,9.85,0.15,0.0,0.0,0.0,0.0
47,5013.22,611.21,0.99,2,2570.47,0.4,0.63,125.42,186.59,440.36
44,5718.09,787.91,1.0,20,851.86,184.6,6.54,0.0,8.69,61.38
43,3216.41,552.19,0.68,44,177.12,0.14,0.0,1.02,2.63,28.5
46,2790.35,607.46,0.99,7,2548.17,0.0,22.68,893.14,166.99,73.05
46,5309.43,754.83,0.98,32,642.04,2.4,26.2,0.94,0.0,29.3
40,2689.22,514.74,0.0,183,0.0,0.0,0.0,0.0,0.47,0.87
41,2440.91,529.51,0.0,182,3.1,0.04,0.05,0.19,0.56,3.13
42,3193.74,563.73,0.01,183,18.77,0.0,0.07,0.15,0.81,0.38
44,7892.53,787.49,0.99,20,880.44,36.1,0.0,30.61,7.3,63.63
42,2534.19,495.56,0.01,183,12.92,0.0,0.0,0.14,0.0,7.08
44,2958.66,535.11,0.69,36,67.89,0.0,0.0,0.3,8.86,4.82
37,2200.36,610.13,0.68,66,278.72,2.96,0.0,188.86,0.0,0.07
44,3214.01,577.75,0.61,54,334.29,0.0,1.86,458.57,2.11,0.0
41,2669.93,570.51,0.63,61,237.18,0.0,0.0,0.0,7.0,0.0
45,4822.3,774.19,1.0,33,554.6,1.09,41.25,0.76,32.63,28.77
